Chr,QTL_Pos_lo,QTL_Pos_hi,QTL_phenotype,QTL_LOD,mash_Pos,mash_log10BF,mash_subpop,mash_phenotype
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,6270137,3.025267411468068,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,6447186,2.526256329488015,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,6892733,3.3638482137692534,Midwest,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,6893507,2.7160312667343667,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,6897157,2.330083195000629,Midwest,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7001945,2.39432413372035,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7161177,2.9457993225606,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7268902,3.4812722854499594,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7635406,2.313322794280572,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7652434,2.9888462538504648,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7688498,2.754773096496095,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7820388,2.034586438112223,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,7917270,2.811172217766661,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8084011,4.3093815928614765,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8113062,2.3878057180613736,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8114254,2.018945506278499,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8297510,2.1504407054225974,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8300133,2.575920416591467,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8320431,2.554934927996809,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8341788,2.8657154723871754,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8344442,2.197498298986254,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8385536,3.254126388790677,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8390949,3.290938694495107,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8414137,2.0581065932807454,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8452781,2.1024412242872126,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8458850,2.4035922169354773,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8721180,2.037192579297136,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8743975,3.116588811297118,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8785046,3.102299186230328,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8823131,3.0820917329356825,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8873651,2.4389415996480897,Both,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,8995174,2.1595582026414406,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,9067485,2.4263624472626275,Gulf,flowering
Chr02K,2420000,9130000,dyln_fl50,14.7207660844627,9122309,2.733459299680533,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,63721392,2.573641214988819,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,63721392,2.573641214988819,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,63726255,2.3053982195754688,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,63726255,2.3053982195754688,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,63739524,3.690094789968768,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,63739524,3.690094789968768,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,63775874,3.306371084274178,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,63775874,3.306371084274178,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,63868834,2.334039133023464,Midwest,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,63868834,2.334039133023464,Midwest,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,63871538,3.319105345738684,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,63871538,3.319105345738684,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64045473,3.2941369278612163,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64045473,3.2941369278612163,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64045473,3.2941369278612163,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64075054,3.5651461730682072,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64075054,3.5651461730682072,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64075054,3.5651461730682072,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64146028,3.876131468966752,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64146028,3.876131468966752,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64146028,3.876131468966752,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64173998,2.523429524486238,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64173998,2.523429524486238,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64173998,2.523429524486238,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64233491,2.178926230295447,Gulf,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64233491,2.178926230295447,Gulf,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64233491,2.178926230295447,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64280803,3.0835132604753923,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64280803,3.0835132604753923,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64280803,3.0835132604753923,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64329604,2.0234949284279584,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64329604,2.0234949284279584,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64329604,2.0234949284279584,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64504959,2.345034936241983,Gulf,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64504959,2.345034936241983,Gulf,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64504959,2.345034936241983,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64512389,2.297846724637395,Gulf,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64512389,2.297846724637395,Gulf,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64512389,2.297846724637395,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64561857,2.197727863754284,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64561857,2.197727863754284,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64561857,2.197727863754284,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64614605,3.172158847132524,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64614605,3.172158847132524,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64614605,3.172158847132524,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64623692,2.3236608987796097,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64623692,2.3236608987796097,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64623692,2.3236608987796097,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64704653,2.333917994077738,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64704653,2.333917994077738,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64704653,2.333917994077738,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,64785273,2.4871100728626065,Midwest,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,64785273,2.4871100728626065,Midwest,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,64785273,2.4871100728626065,Midwest,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65063318,2.8879968431620435,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,65063318,2.8879968431620435,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,65063318,2.8879968431620435,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65089474,2.9603241757991157,Midwest,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,65089474,2.9603241757991157,Midwest,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,65089474,2.9603241757991157,Midwest,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65149324,2.4505084310329273,Both,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,65149324,2.4505084310329273,Both,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,65149324,2.4505084310329273,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65371726,2.0167441571035973,Midwest,flowering
Chr02K,63660000,65379999.99999999,dyln_change_sec,20.5259637690664,65371726,2.0167441571035973,Midwest,flowering
Chr02K,64000000,65379999.99999999,FL50,16.1697008222822,65371726,2.0167441571035973,Midwest,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65434952,2.1081773676787496,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65489279,2.004933217527031,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65550952,2.3186940734758927,Midwest,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65757955,4.319641343615343,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65785316,2.858649926916143,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65873913,2.6662683080900016,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,65881035,3.128401087711578,Gulf,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,66048749,2.1886895864319422,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,66053232,3.70147807370968,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,66088235,2.6475176591614367,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,66240851,2.8395840963705483,Both,flowering
Chr02K,63660000,66390000,CGDD_12C,17.0642572969139,66288656,2.7252704230883453,Gulf,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,17287653,2.3471077732200833,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,17393611,2.7302048684518567,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,17679614,3.156891673730419,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,17905939,2.29020239712685,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18070413,2.4899745459158233,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18112105,2.3391749676865863,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18302587,3.4214844280221053,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18376424,2.665229789277147,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18406323,2.0083876714684594,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18443237,3.19414627289419,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18593788,2.618840128121131,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18688499,2.200283165600929,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18734280,2.161830202456989,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18737615,2.407717933512193,Gulf,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18866517,3.311797920451461,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18928021,2.001452397090671,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,18938235,2.95950253609356,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,19145019,5.958902020710473,Midwest,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,19149972,2.2786908365302945,Gulf,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,19394945,2.518483088162852,Both,flowering
Chr02N,17280000,20040000,CGDD_12C,19.2070048367712,19690247,2.2927878093356533,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57281075,2.2546518648447824,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57458142,3.0590103521003558,Gulf,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57568581,2.170492706599675,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57685060,2.138250446564991,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57772616,2.5579077834394552,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57781649,2.7734494381900663,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57938324,7.011693253958759,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57948020,3.9391573571726792,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57948910,5.350250333570577,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57956204,2.5213800587622397,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57958716,3.081270249723759,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,57960454,4.5350607925038915,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58043320,2.554751141783655,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58043320,2.554751141783655,Gulf,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58072405,2.034130645952853,Midwest,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58072405,2.034130645952853,Midwest,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58414781,3.376341072836324,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58414781,3.376341072836324,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,58414781,3.376341072836324,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,58414781,3.376341072836324,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58479758,3.507789640368379,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58479758,3.507789640368379,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,58479758,3.507789640368379,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,58479758,3.507789640368379,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58519414,2.710837119303706,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58519414,2.710837119303706,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,58519414,2.710837119303706,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,58519414,2.710837119303706,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58696909,2.277206213862354,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58696909,2.277206213862354,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,58696909,2.277206213862354,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,58696909,2.277206213862354,Both,flowering
Chr02N,57230000,58810000,dyln_fl50,39.367588373909,58697225,2.5353416093420433,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58697225,2.5353416093420433,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,58697225,2.5353416093420433,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,58697225,2.5353416093420433,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,58948754,3.2940757095285873,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,58948754,3.2940757095285873,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,58948754,3.2940757095285873,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,59308762,3.3210934636984364,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,59308762,3.3210934636984364,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,59308762,3.3210934636984364,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,59425271,2.502106728477094,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,59425271,2.502106728477094,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,59425271,2.502106728477094,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60156507,2.033384313289337,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60156507,2.033384313289337,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60156507,2.033384313289337,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60242838,2.3572455814572706,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60242838,2.3572455814572706,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60242838,2.3572455814572706,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60382878,3.0131065175529996,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60382878,3.0131065175529996,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60382878,3.0131065175529996,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60456367,2.0120116078020764,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60456367,2.0120116078020764,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60456367,2.0120116078020764,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60508845,2.359024965273708,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60508845,2.359024965273708,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60508845,2.359024965273708,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60516459,4.099908602873701,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60516459,4.099908602873701,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60516459,4.099908602873701,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60565847,2.9197677082939264,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60565847,2.9197677082939264,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60565847,2.9197677082939264,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,60727473,2.5740208871235826,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,60727473,2.5740208871235826,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,60727473,2.5740208871235826,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61062187,5.064640317502071,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61062187,5.064640317502071,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61062187,5.064640317502071,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61134804,2.6601189931288376,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61134804,2.6601189931288376,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61134804,2.6601189931288376,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61137249,2.2309008405830983,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61137249,2.2309008405830983,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61137249,2.2309008405830983,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61150897,2.93373908139269,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61150897,2.93373908139269,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61150897,2.93373908139269,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61153923,2.885656093935865,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61153923,2.885656093935865,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61153923,2.885656093935865,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61189511,2.3712766299091945,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61189511,2.3712766299091945,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61189511,2.3712766299091945,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61203184,2.056867426356605,Gulf,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61203184,2.056867426356605,Gulf,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61203184,2.056867426356605,Gulf,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61241936,5.037470295094399,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61241936,5.037470295094399,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61241936,5.037470295094399,Both,flowering
Chr02N,57990000,61270000,CGDD_12C,17.8561801047419,61247749,3.4077586954846675,Both,flowering
Chr02N,58190000,61270000,FL50,29.2657329437336,61247749,3.4077586954846675,Both,flowering
Chr02N,58190000,61270000,dyln_change_sec,33.6668309180527,61247749,3.4077586954846675,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,68899296,2.5638408365190317,Gulf,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,68909503,2.3966680875253616,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,68911546,3.3190924001149664,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69047084,2.595022965600877,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69062882,2.3110610268925305,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69142799,3.711304433686017,Gulf,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69263682,3.192701829584185,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69264576,6.081715578739503,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69273762,2.716245492169426,Midwest,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69280814,2.741115875854865,Both,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69360386,3.019313382618785,Gulf,flowering
Chr02N,68830000,69400000,CGDD_12C,15.8060094656449,69378248,2.911103816579009,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,17502592,3.169989583468859,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,17732164,2.575986526418168,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,17805460,2.412959619651049,Both,flowering
