sites,subpop,phe,CHR,POS_Mb,Gene ID,distance from gene,FDR Adjusted p value,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice gene annotation,Rice homolog
north_sites,Gulf,crain_1d,Chr01K,1.25,Pavir.1KG020200,702,3.063009607625323e-4,AT4G37920.1,NA,NA,expressed protein,LOC_Os01g20110.1
north_sites,Gulf,crain_1d,Chr01K,1.27,Pavir.1KG019800,1749,0.010395078627110655,AT5G54680.1,"bHLH105,ILR3",basic helix-loop-helix (bHLH) DNA-binding superfamily protein,"basic helix-loop-helix DND-binding domain containing protein, expressed",LOC_Os02g02480.3
north_sites,Gulf,crain_1d,Chr01K,1.27,Pavir.1KG019800,1726,0.010395078627110655,AT5G54680.1,"bHLH105,ILR3",basic helix-loop-helix (bHLH) DNA-binding superfamily protein,"basic helix-loop-helix DND-binding domain containing protein, expressed",LOC_Os02g02480.3
north_sites,Gulf,crain_1d,Chr01K,1.27,Pavir.1KG019800,1689,0.013777070618203654,AT5G54680.1,"bHLH105,ILR3",basic helix-loop-helix (bHLH) DNA-binding superfamily protein,"basic helix-loop-helix DND-binding domain containing protein, expressed",LOC_Os02g02480.3
north_sites,Gulf,crain_1d,Chr01K,1.27,Pavir.1KG019800,1613,0.012677935170713538,AT5G54680.1,"bHLH105,ILR3",basic helix-loop-helix (bHLH) DNA-binding superfamily protein,"basic helix-loop-helix DND-binding domain containing protein, expressed",LOC_Os02g02480.3
north_sites,Midwest,dyln_fl50,Chr01K,1.46,Pavir.1KG018000,1293,0.006028664983728014,AT2G17220.1,NA,Protein kinase superfamily protein,"serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed",LOC_Os02g02600.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,1.62,Pavir.1KG015500,55,0.09970382189838443,AT1G09720.1,NA,Kinase interacting (KIP1-like) family protein,"KIP1, putative, expressed",LOC_Os01g74510.1
north_sites,Gulf,crain_1d,Chr01K,1.69,Pavir.1KG014300,127,0.013851139965976866,AT1G64230.1,UBC28,ubiquitin-conjugating enzyme 28,"ubiquitin-conjugating enzyme, putative, expressed",LOC_Os02g02830.1
north_sites,Gulf,crain_1d,Chr01K,1.72,Pavir.1KG014093,1022,0.01666554217061708,AT2G21130.1,NA,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,"peptidyl-prolyl cis-trans isomerase, putative, expressed",LOC_Os02g02890.1
north_sites,Gulf,crain_1d,Chr01K,1.95,Pavir.1KG024800,547,0.01269552843877852,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,2.31,Pavir.1KG030300,3630,0.06891502749558384,AT5G47120.1,"ATBI-1,ATBI1,BI-1,BI1",BAX inhibitor 1,"transmembrane BAX inhibitor motif-containing protein, putative, expressed",LOC_Os02g03280.2
north_sites,Gulf,dyln_fl50,Chr01K,3.04,Pavir.1KG038400,1150,0.05900047046566169,AT2G21520.1,NA,Sec14p-like phosphatidylinositol transfer family protein,expressed protein,LOC_Os02g04020.1
north_sites,Gulf,FL50,Chr01K,3.04,Pavir.1KG038400,1150,0.046843223251255305,AT2G21520.1,NA,Sec14p-like phosphatidylinositol transfer family protein,expressed protein,LOC_Os02g04020.1
north_sites,Midwest,cgdd_12c_10d,Chr01K,3.05,Pavir.1KG038700,1,9.858749182209262e-6,AT1G05840.1,NA,Eukaryotic aspartyl protease family protein,"aspartic proteinase-like protein 2 precursor, putative, expressed",LOC_Os02g27360.1
north_sites,Gulf,dyln_fl50,Chr01K,3.16,Pavir.1KG059100,5869,0.046631851590464145,NA,NA,NA,expressed protein,LOC_Os02g04325.1
north_sites,Gulf,FL50,Chr01K,3.16,Pavir.1KG059100,5869,0.04879350711299113,NA,NA,NA,expressed protein,LOC_Os02g04325.1
north_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,3.33,Pavir.1KG041654,849,8.776903970296907e-5,AT3G10250.1,NA,Plant protein 1589 of unknown function,"plant-specific domain TIGR01589 family protein, putative, expressed",LOC_Os02g04450.1
north_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,3.65,Pavir.1KG045100,1813,0.005350777531285512,AT5G35320.1,NA,NA,expressed protein,LOC_Os02g04860.1
north_sites,Gulf_and_Midwest,FL50,Chr01K,3.65,Pavir.1KG045100,1813,0.0010356495687049501,AT5G35320.1,NA,NA,expressed protein,LOC_Os02g04860.1
north_sites,Gulf,GR50,Chr01K,3.7,Pavir.1KG045500,57,0.03919763224598642,AT2G24400.1,NA,SAUR-like auxin-responsive protein family ,"OsSAUR5 - Auxin-responsive SAUR gene family member, expressed",LOC_Os02g05060.1
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,3.84,Pavir.1KG047000,2724,1.0447617446683218e-4,AT4G31540.1,"ATEXO70G1,EXO70G1",exocyst subunit exo70 family protein G1,"ATEXO70G1, putative, expressed",LOC_Os02g05620.1
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,4.59,Pavir.1KG061800,734,1.726180962810742e-4,AT1G35330.1,NA,RING/U-box superfamily protein,"zinc finger, C3HC4 type domain containing protein",LOC_Os11g04280.1
north_sites,Gulf,crain_1d,Chr01K,4.59,Pavir.1KG061800,3047,0.013777070618203654,AT1G35330.1,NA,RING/U-box superfamily protein,"zinc finger, C3HC4 type domain containing protein",LOC_Os11g04280.1
north_sites,Gulf,cgdd_12c_gr2fl,Chr01K,4.78,Pavir.1KG065500,32,0.07008709198913131,AT3G47680.1,NA,DNA binding,"transposon protein, putative, Pong sub-class, expressed",LOC_Os10g24040.1
north_sites,Gulf,dyln_fl50,Chr01K,5.01,Pavir.1KG069254,12040,0.05313243641206049,NA,NA,NA,NA,NA
north_sites,Gulf,FL50,Chr01K,5.01,Pavir.1KG069254,12040,0.047919792704620275,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,5.49,Pavir.1KG076954,517,0.05612072723629136,AT1G79440.1,"ALDH5F1,SSADH,SSADH1",aldehyde dehydrogenase 5F1,"aldehyde dehydrogenase, putative, expressed",LOC_Os02g07760.1
north_sites,Gulf,dyln_fl50,Chr01K,5.54,Pavir.1KG076500,2125,0.013372705723725096,AT5G43270.2,SPL2,squamosa promoter binding protein-like 2,"OsSPL11 - SBP-box gene family member, expressed",LOC_Os06g45310.1
north_sites,Gulf,FL50,Chr01K,5.54,Pavir.1KG076500,2125,0.012074857244341007,AT5G43270.2,SPL2,squamosa promoter binding protein-like 2,"OsSPL11 - SBP-box gene family member, expressed",LOC_Os06g45310.1
north_sites,Gulf_and_Midwest,GR50,Chr01K,5.66,Pavir.1KG080493,66,0.0020390302530961567,AT5G45540.1,NA,Protein of unknown function (DUF594),expressed protein,LOC_Os10g11310.3
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,6.16,Pavir.1KG082000,21534,5.874809427447531e-5,AT2G36780.1,NA,UDP-Glycosyltransferase superfamily protein,"cytokinin-O-glucosyltransferase 3, putative, expressed",LOC_Os02g11700.1
north_sites,Gulf_and_Midwest,GR50,Chr01K,6.16,Pavir.1KG082000,21534,0.0023882944416494124,AT2G36780.1,NA,UDP-Glycosyltransferase superfamily protein,"cytokinin-O-glucosyltransferase 3, putative, expressed",LOC_Os02g11700.1
north_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,6.26,Pavir.1KG083200,3493,0.009809429857806019,AT2G24150.1,HHP3,heptahelical protein 3,"haemolysin-III, putative, expressed",LOC_Os06g44250.1
north_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,6.26,Pavir.1KG083200,3484,0.013530682208371551,AT2G24150.1,HHP3,heptahelical protein 3,"haemolysin-III, putative, expressed",LOC_Os06g44250.1
north_sites,Gulf_and_Midwest,FL50,Chr01K,6.26,Pavir.1KG083200,3493,0.0015441050887222958,AT2G24150.1,HHP3,heptahelical protein 3,"haemolysin-III, putative, expressed",LOC_Os06g44250.1
north_sites,Gulf,crain_gr2fl,Chr01K,7.87,Pavir.1KG101662,9019,0.08052501584754633,AT1G76590.1,NA,PLATZ transcription factor family protein,"zinc-binding protein, putative, expressed",LOC_Os02g46610.1
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,7.87,Pavir.1KG101662,9019,0.04543792330966474,AT1G76590.1,NA,PLATZ transcription factor family protein,"zinc-binding protein, putative, expressed",LOC_Os02g46610.1
north_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,7.89,Pavir.1KG099600,210,0.01202863067112183,AT2G33560.2,BUBR1,BUB1-related (BUB1: budding uninhibited by benzymidazol 1),"Mad3/BUB1 homology region 1 domain containing protein, expressed",LOC_Os02g10020.1
north_sites,Gulf,crain_gr2fl,Chr01K,7.96,Pavir.1KG101000,1867,0.057671743427696424,AT1G30890.1,NA,Integral membrane HRF1 family protein,"YIF1B, putative, expressed",LOC_Os06g41590.1
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,7.96,Pavir.1KG101000,1867,0.03411046260362653,AT1G30890.1,NA,Integral membrane HRF1 family protein,"YIF1B, putative, expressed",LOC_Os06g41590.1
north_sites,Gulf,GR50,Chr01K,7.96,Pavir.1KG101000,3255,0.05438997630738574,AT1G30890.1,NA,Integral membrane HRF1 family protein,"YIF1B, putative, expressed",LOC_Os06g41590.1
north_sites,Gulf,GR50,Chr01K,8.05,Pavir.1KG101800,3143,0.056770754071046876,AT3G45140.1,"ATLOX2,LOX2",lipoxygenase 2,"lipoxygenase, putative, expressed",LOC_Os02g10120.1
north_sites,Gulf,dyln_fl50,Chr01K,8.15,Pavir.1KG103131,1955,0.01992539404422066,AT5G12950.1,NA,Putative glycosyl hydrolase of unknown function (DUF1680),"DUF1680 domain containing protein, putative, expressed",LOC_Os02g10190.1
north_sites,Gulf,dyln_fl50,Chr01K,8.15,Pavir.1KG103885,216,0.050860989375461,AT1G51200.1,NA,A20/AN1-like zinc finger family protein,"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed",LOC_Os02g10200.2
north_sites,Gulf,FL50,Chr01K,8.15,Pavir.1KG103131,1955,0.014731491030242495,AT5G12950.1,NA,Putative glycosyl hydrolase of unknown function (DUF1680),"DUF1680 domain containing protein, putative, expressed",LOC_Os02g10190.1
north_sites,Gulf,FL50,Chr01K,8.15,Pavir.1KG103885,216,0.05018258786948924,AT1G51200.1,NA,A20/AN1-like zinc finger family protein,"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed",LOC_Os02g10200.2
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,8.26,Pavir.1KG103854,5180,0.04237358319576326,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,8.26,Pavir.1KG103854,5179,0.038665341862680995,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,8.26,Pavir.1KG103854,4619,0.0404081038816989,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,8.26,Pavir.1KG103854,4469,0.043252367729273045,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,8.26,Pavir.1KG103854,4445,0.033556228250762314,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,GR50,Chr01K,9.01,Pavir.1KG124800,1529,4.471300242595479e-4,AT2G26710.1,"BAS1,CYP72B1,CYP734A1",Cytochrome P450 superfamily protein,"cytochrome P450 72A1, putative, expressed",LOC_Os02g11020.1
north_sites,Gulf,crain_gr2fl,Chr01K,9.06,Pavir.1KG124400,4490,0.043265297468525754,AT5G25460.1,NA,"Protein of unknown function, DUF642",expressed protein,LOC_Os02g11040.1
north_sites,Gulf,GR50,Chr01K,10.62,Pavir.1KG193200,1153,0.03430035176679652,AT1G08750.3,NA,Peptidase C13 family,"GPI-anchor transamidase precursor, putative, expressed",LOC_Os02g12740.1
north_sites,Gulf_and_Midwest,GR50,Chr01K,10.62,Pavir.1KG193200,1153,0.0011424478263309932,AT1G08750.3,NA,Peptidase C13 family,"GPI-anchor transamidase precursor, putative, expressed",LOC_Os02g12740.1
north_sites,Gulf,GR50,Chr01K,10.63,Pavir.1KG193200,179,0.04399019308132647,AT1G08750.3,NA,Peptidase C13 family,"GPI-anchor transamidase precursor, putative, expressed",LOC_Os02g12740.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,10.72,Pavir.1KG192977,1995,0.05828741446693551,AT5G11850.1,NA,Protein kinase superfamily protein,"protein kinase domain containing protein, expressed",LOC_Os02g12810.1
north_sites,Gulf,crain_1d,Chr01K,10.93,Pavir.1KG190200,592,0.013725254437390406,AT5G11970.1,NA,Protein of unknown function (DUF3511),expressed protein,LOC_Os02g13060.1
north_sites,Gulf,GR50,Chr01K,10.98,Pavir.1KG190577,7328,0.04399019308132647,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,GR50,Chr01K,10.98,Pavir.1KG190577,7328,0.0021324809904385116,NA,NA,NA,NA,NA
north_sites,Gulf,crain_gr2fl,Chr01K,11.02,Pavir.1KG189700,948,0.08327211576607273,AT3G22290.1,NA,Endoplasmic reticulum vesicle transporter protein,"endoplasmic reticulum-Golgi intermediate compartment protein 3, putative, expressed",LOC_Os03g57100.1
north_sites,Gulf,crain_gr2fl,Chr01K,11.02,Pavir.1KG189700,887,0.07220860918799392,AT3G22290.1,NA,Endoplasmic reticulum vesicle transporter protein,"endoplasmic reticulum-Golgi intermediate compartment protein 3, putative, expressed",LOC_Os03g57100.1
north_sites,Gulf,dyln_fl50,Chr01K,11.32,Pavir.1KG205600,22880,0.041623650225834495,NA,NA,NA,NA,NA
north_sites,Gulf,FL50,Chr01K,11.32,Pavir.1KG205600,22880,0.04735655727046597,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,11.75,Pavir.1KG184100,1219,0.09450787916760388,AT2G42790.1,CSY3,citrate synthase 3,"citrate synthase, putative, expressed",LOC_Os02g13840.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,11.75,Pavir.1KG184100,2371,0.028807441127842472,AT2G42790.1,CSY3,citrate synthase 3,"citrate synthase, putative, expressed",LOC_Os02g13840.1
north_sites,Gulf,dyln_fl50,Chr01K,12.03,Pavir.1KG181100,479,0.05785404346437731,AT3G14860.1,NA,NHL domain-containing protein,"NHL repeat-containing protein, putative, expressed",LOC_Os02g13950.1
north_sites,Gulf,FL50,Chr01K,12.03,Pavir.1KG181100,479,0.039219789711601095,AT3G14860.1,NA,NHL domain-containing protein,"NHL repeat-containing protein, putative, expressed",LOC_Os02g13950.1
north_sites,Midwest,crain_1d,Chr01K,12.35,Pavir.1KG177677,7283,0.07352303872899014,AT3G42170.1,NA,BED zinc finger ;hAT family dimerisation domain,"transposon protein, putative, unclassified, expressed",LOC_Os07g23210.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,13.03,Pavir.1KG180400,3918,0.09341254169873504,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf,dyln_fl50,Chr01K,13.03,Pavir.1KG180400,4578,0.05519572443709549,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf,dyln_fl50,Chr01K,13.03,Pavir.1KG180400,3094,0.014151375315982775,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf,dyln_fl50,Chr01K,13.03,Pavir.1KG180400,3031,0.014151375315982775,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf,FL50,Chr01K,13.03,Pavir.1KG180400,4578,0.04883543953878769,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf,FL50,Chr01K,13.03,Pavir.1KG180400,3094,0.012074857244341007,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf,FL50,Chr01K,13.03,Pavir.1KG180400,3031,0.012074857244341007,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,13.28,Pavir.1KG181108,3813,0.09981575061835775,NA,NA,NA,expressed protein,LOC_Os09g12860.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,13.96,Pavir.1KG173700,978,0.07302527110104574,AT5G38880.1,NA,NA,expressed protein,LOC_Os09g21780.2
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,14.82,Pavir.1KG151900,612,0.05612072723629136,AT1G49980.1,NA,DNA/RNA polymerases superfamily protein,"DNA-directed polymerase, putative, expressed",LOC_Os03g42010.2
north_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,14.83,Pavir.1KG151900,9378,0.01198662132101803,AT1G49980.1,NA,DNA/RNA polymerases superfamily protein,"DNA-directed polymerase, putative, expressed",LOC_Os03g42010.2
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,15.42,Pavir.1KG204600,931,1.415822911090223e-4,AT5G08020.1,"ATRPA70B,RPA70B",RPA70-kDa subunit B,"retrotransposon protein, putative, unclassified, expressed",LOC_Os03g08400.1
north_sites,Gulf_and_Midwest,GR50,Chr01K,15.42,Pavir.1KG204600,1851,0.002199986281036269,AT5G08020.1,"ATRPA70B,RPA70B",RPA70-kDa subunit B,"retrotransposon protein, putative, unclassified, expressed",LOC_Os03g08400.1
north_sites,Gulf,dyln_fl50,Chr01K,16.02,Pavir.1KG200300,1582,0.05139219195974547,AT1G69530.3,"AT-EXP1,ATEXP1,ATEXPA1,ATHEXP ALPHA 1.2,EXP1,EXPA1",expansin A1,"expansin precursor, putative, expressed",LOC_Os02g16850.1
north_sites,Gulf,FL50,Chr01K,16.02,Pavir.1KG200300,1582,0.03484631816328903,AT1G69530.3,"AT-EXP1,ATEXP1,ATEXPA1,ATHEXP ALPHA 1.2,EXP1,EXPA1",expansin A1,"expansin precursor, putative, expressed",LOC_Os02g16850.1
north_sites,Midwest,cgdd_12c_10d,Chr01K,16.58,Pavir.1KG196800,10128,4.936875297147775e-6,AT1G72190.1,NA,D-isomer specific 2-hydroxyacid dehydrogenase family protein,"erythronate-4-phosphate dehydrogenase domain containing protein, expressed",LOC_Os07g16040.1
north_sites,Gulf,dyln_fl50,Chr01K,16.65,Pavir.1KG146810,4570,0.021288814995241705,NA,NA,NA,NA,NA
north_sites,Gulf,FL50,Chr01K,16.65,Pavir.1KG146810,4570,0.016921953215180963,NA,NA,NA,NA,NA
north_sites,Gulf,dyln_fl50,Chr01K,16.93,Pavir.1KG171705,809,0.06373248802607198,NA,NA,NA,NA,NA
north_sites,Gulf,FL50,Chr01K,16.93,Pavir.1KG171705,809,0.061655315433976565,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,17.14,NA,NA,0.04690917060758398,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,17.72,Pavir.1KG168600,1533,0.014580019976616863,AT4G32090.1,NA,"Beta-1,3-N-Acetylglucosaminyltransferase family protein","LGC1, putative, expressed",LOC_Os06g41580.1
north_sites,Gulf_and_Midwest,crain_1d,Chr01K,18.06,Pavir.1KG138600,12106,0.07864188484307613,AT5G10290.1,NA,leucine-rich repeat transmembrane protein kinase family protein,"BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed",LOC_Os02g18320.1
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.13,Pavir.1KG154700,3915,8.733854911450171e-5,AT2G26250.1,"FDH,KCS10",3-ketoacyl-CoA synthase 10,"3-ketoacyl-CoA synthase precursor, putative, expressed",LOC_Os09g34930.1
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154700,637,2.8616961724720472e-5,AT2G26250.1,"FDH,KCS10",3-ketoacyl-CoA synthase 10,"3-ketoacyl-CoA synthase precursor, putative, expressed",LOC_Os09g34930.1
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154700,1582,1.629375653031349e-5,AT2G26250.1,"FDH,KCS10",3-ketoacyl-CoA synthase 10,"3-ketoacyl-CoA synthase precursor, putative, expressed",LOC_Os09g34930.1
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154705,315,2.168302675515312e-5,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154705,148,1.4711663408899274e-6,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154705,24,1.1512443256721091e-5,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154705,605,1.313642348694036e-4,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154705,531,4.6418171809698536e-5,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,18.15,Pavir.1KG154705,226,4.514660352010763e-5,NA,NA,NA,NA,NA
north_sites,Gulf_and_Midwest,GR50,Chr01K,18.15,Pavir.1KG154705,148,0.002304212753877347,NA,NA,NA,NA,NA
north_sites,Gulf,dyln_fl50,Chr01K,18.17,Pavir.1KG156200,9784,0.029642207573907967,AT5G49610.1,NA,F-box family protein,"Leucine Rich Repeat family protein, expressed",LOC_Os07g35110.1
north_sites,Gulf,FL50,Chr01K,18.17,Pavir.1KG156200,9784,0.02866748297121383,AT5G49610.1,NA,F-box family protein,"Leucine Rich Repeat family protein, expressed",LOC_Os07g35110.1
north_sites,Midwest,FL50,Chr01K,18.35,Pavir.1KG139010,24839,0.0615865357809062,AT2G19130.1,NA,S-locus lectin protein kinase family protein,"serine/threonine-protein kinase receptor precursor, putative, expressed",LOC_Os01g66610.1
north_sites,Gulf,crain_1d,Chr01K,18.36,Pavir.1KG139300,24871,0.01862928772288901,AT3G27620.1,AOX1C,alternative oxidase 1C,"transposon protein, putative, unclassified, expressed",LOC_Os04g51150.1
north_sites,Gulf,crain_1d,Chr01K,18.36,Pavir.1KG139300,24832,0.017641622129882288,AT3G27620.1,AOX1C,alternative oxidase 1C,"transposon protein, putative, unclassified, expressed",LOC_Os04g51150.1
north_sites,Gulf,crain_1d,Chr01K,18.36,Pavir.1KG139300,22417,0.01705724567847814,AT3G27620.1,AOX1C,alternative oxidase 1C,"transposon protein, putative, unclassified, expressed",LOC_Os04g51150.1
