sites,subpop,phe,CHR,POS_Mb,Gene ID,distance from gene,FDR Adjusted p value,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice gene annotation,Rice homolog
MI,Midwest,cgdd_12c_10d,Chr02N,36.99,Pavir.2NG171200,6080,2.8447711165858633e-15,AT1G16890.2,"UBC13B,UBC36",ubiquitin-conjugating enzyme 36,"ubiquitin-conjugating enzyme, putative, expressed",LOC_Os01g48280.1
MI,Midwest,cgdd_12c_10d,Chr02N,45.98,Pavir.2NG336159,3407,2.8447711165858633e-15,AT5G11180.1,"ATGLR2.6,GLR2.6",glutamate receptor 2.6,"glutamate receptor, putative, expressed",LOC_Os09g25960.1
MI,Midwest,cgdd_12c_10d,Chr02N,69.27,Pavir.2NG633800,1959,2.8447711165858633e-15,AT1G11440.1,NA,NA,expressed protein,LOC_Os07g48420.2
MI,Midwest,cgdd_12c_10d,Chr03K,31.36,Pavir.3KG228132,1261,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr03K,33.39,Pavir.3KG377327,2906,2.8447711165858633e-15,AT3G07500.1,NA,Far-red impaired responsive (FAR1) family protein,"transposon protein, putative, unclassified, expressed",LOC_Os03g41800.1
MI,Midwest,cgdd_12c_10d,Chr03N,29.55,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr03N,40.88,Pavir.3NG162600,9188,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr03N,42,Pavir.3NG167502,11920,2.8447711165858633e-15,AT5G42620.2,NA,metalloendopeptidases;zinc ion binding,"metalloendopeptidase/ metallopeptidase/ zinc ion binding protein, putative, expressed",LOC_Os03g52150.1
MI,Midwest,cgdd_12c_10d,Chr03N,42,Pavir.3NG167502,11937,2.8447711165858633e-15,AT5G42620.2,NA,metalloendopeptidases;zinc ion binding,"metalloendopeptidase/ metallopeptidase/ zinc ion binding protein, putative, expressed",LOC_Os03g52150.1
MI,Midwest,cgdd_12c_10d,Chr03N,43.64,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr03N,43.64,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr03N,63.73,Pavir.3NG303066,7705,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr04K,25.3,Pavir.4KG113105,13845,2.8447711165858633e-15,AT3G50120.1,NA,Plant protein of unknown function (DUF247),"plant protein of unknown function domain containing protein, expressed",LOC_Os05g10900.1
MI,Midwest,cgdd_12c_10d,Chr04K,38.12,Pavir.4KG320705,2282,2.8447711165858633e-15,AT5G35410.1,"ATSOS2,CIPK24,SNRK3.11,SOS2",Protein kinase superfamily protein,"CAMK_KIN1/SNF1/Nim1_like.27 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",LOC_Os06g40370.1
MI,Midwest,cgdd_12c_10d,Chr04K,39.01,Pavir.4KG311600,10203,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr04N,22.82,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr04N,30.02,Pavir.4NG000800,6930,2.8447711165858633e-15,AT4G23860.3,NA,PHD finger protein-related,"zinc finger protein, putative, expressed",LOC_Os06g33810.1
MI,Midwest,cgdd_12c_10d,Chr04N,48.05,Pavir.4NG278600,369,2.8447711165858633e-15,AT2G37330.1,ALS3,aluminum sensitive 3,"ABC transporter, membrane-spanning/permease subunit, putative, expressed",LOC_Os05g02750.1
MI,Midwest,cgdd_12c_10d,Chr05K,10.83,Pavir.5KG148000,3297,2.8447711165858633e-15,AT5G62790.1,"DXR,PDE129",1-deoxy-D-xylulose 5-phosphate reductoisomerase,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplast precursor, putative, expressed",LOC_Os01g01710.1
MI,Midwest,cgdd_12c_10d,Chr05K,10.83,Pavir.5KG148000,3262,2.8447711165858633e-15,AT5G62790.1,"DXR,PDE129",1-deoxy-D-xylulose 5-phosphate reductoisomerase,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplast precursor, putative, expressed",LOC_Os01g01710.1
MI,Midwest,cgdd_12c_10d,Chr05K,12.66,Pavir.5KG169300,2292,2.8447711165858633e-15,NA,NA,NA,expressed protein,LOC_Os01g14170.1
MI,Midwest,cgdd_12c_10d,Chr05N,20.08,Pavir.5NG346300,3230,2.8447711165858633e-15,AT3G06440.1,NA,Galactosyltransferase family protein,"galactosyltransferase family protein, putative, expressed",LOC_Os01g22550.1
MI,Midwest,cgdd_12c_10d,Chr05N,20.08,Pavir.5NG346300,3285,2.8447711165858633e-15,AT3G06440.1,NA,Galactosyltransferase family protein,"galactosyltransferase family protein, putative, expressed",LOC_Os01g22550.1
MI,Midwest,cgdd_12c_10d,Chr05N,20.08,Pavir.5NG346300,3332,2.8447711165858633e-15,AT3G06440.1,NA,Galactosyltransferase family protein,"galactosyltransferase family protein, putative, expressed",LOC_Os01g22550.1
MI,Midwest,cgdd_12c_10d,Chr05N,27.67,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr05N,40.2,Pavir.5NG362481,1793,2.8447711165858633e-15,AT3G25270.1,NA,Ribonuclease H-like superfamily protein,"OsFBL31 - F-box domain and LRR containing protein, expressed",LOC_Os06g50280.1
MI,Midwest,cgdd_12c_10d,Chr05N,40.2,Pavir.5NG362481,1807,2.8447711165858633e-15,AT3G25270.1,NA,Ribonuclease H-like superfamily protein,"OsFBL31 - F-box domain and LRR containing protein, expressed",LOC_Os06g50280.1
MI,Midwest,cgdd_12c_10d,Chr05N,40.2,Pavir.5NG362481,1813,2.8447711165858633e-15,AT3G25270.1,NA,Ribonuclease H-like superfamily protein,"OsFBL31 - F-box domain and LRR containing protein, expressed",LOC_Os06g50280.1
MI,Midwest,cgdd_12c_10d,Chr05N,41.92,Pavir.5NG376100,1684,2.8447711165858633e-15,AT4G30490.1,NA,AFG1-like ATPase family protein,"ATPase, AFG1 family domain containing protein, expressed",LOC_Os08g16480.1
MI,Midwest,cgdd_12c_10d,Chr05N,63.55,Pavir.5NG585500,2891,2.8447711165858633e-15,AT3G09320.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os01g62620.1
MI,Midwest,cgdd_12c_10d,Chr06K,19.9,Pavir.6KG216700,4703,2.8447711165858633e-15,AT2G25110.1,"AtSDF2,ATSDL,SDF2",stromal cell-derived factor 2-like protein precursor,"stromal cell-derived factor 2-like protein precursor, putative, expressed",LOC_Os08g17680.1
MI,Midwest,cgdd_12c_10d,Chr06K,36.38,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06K,42.77,Pavir.6KG351506,13803,2.8447711165858633e-15,AT1G50180.1,NA,NB-ARC domain-containing disease resistance protein,"RGH1A, putative, expressed",LOC_Os08g07330.2
MI,Midwest,cgdd_12c_10d,Chr06N,3.58,Pavir.6NG026400,10335,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06N,14.74,Pavir.6NG197312,258,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06N,21.92,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06N,23.02,NA,NA,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06N,25.75,Pavir.6NG210100,21293,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06N,30.79,Pavir.6NG223300,10980,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr06N,38.09,Pavir.6NG138209,3018,2.8447711165858633e-15,NA,NA,NA,"transposon protein, putative, Mutator sub-class, expressed",LOC_Os12g05160.1
MI,Midwest,cgdd_12c_10d,Chr07N,2.45,Pavir.7NG126370,20892,2.8447711165858633e-15,NA,NA,NA,"transposon protein, putative, CACTA, En/Spm sub-class, expressed",LOC_Os11g42610.1
MI,Midwest,cgdd_12c_10d,Chr07N,26.17,Pavir.7NG147200,20535,2.8447711165858633e-15,AT1G28110.2,SCPL45,serine carboxypeptidase-like 45,"OsSCP24 - Putative Serine Carboxypeptidase homologue, expressed",LOC_Os04g32540.1
MI,Midwest,cgdd_12c_10d,Chr08K,0.04,Pavir.8KG016500,9386,2.8447711165858633e-15,AT2G39400.1,NA,alpha/beta-Hydrolases superfamily protein,"lipase, putative, expressed",LOC_Os12g16180.1
MI,Midwest,cgdd_12c_10d,Chr08K,20.71,Pavir.8KG206201,23615,2.8447711165858633e-15,AT3G23240.1,"ATERF1,ERF1",ethylene response factor 1,expressed protein,LOC_Os05g37640.1
MI,Midwest,cgdd_12c_10d,Chr08N,31.33,Pavir.8NG219001,22554,2.8447711165858633e-15,AT4G15800.1,RALFL33,ralf-like 33,"RALFL14 - Rapid ALkalinization Factor RALF family protein precursor, expressed",LOC_Os11g26880.1
MI,Midwest,cgdd_12c_10d,Chr09K,11.43,Pavir.9KG044057,1809,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09K,16.31,Pavir.9KG108900,663,2.8447711165858633e-15,AT4G30000.1,NA,Dihydropterin pyrophosphokinase / Dihydropteroate synthase,"folic acid synthesis protein, putative, expressed",LOC_Os07g42632.1
MI,Midwest,cgdd_12c_10d,Chr09K,16.31,Pavir.9KG108900,656,2.8447711165858633e-15,AT4G30000.1,NA,Dihydropterin pyrophosphokinase / Dihydropteroate synthase,"folic acid synthesis protein, putative, expressed",LOC_Os07g42632.1
MI,Midwest,cgdd_12c_10d,Chr09K,16.31,Pavir.9KG108900,651,2.8447711165858633e-15,AT4G30000.1,NA,Dihydropterin pyrophosphokinase / Dihydropteroate synthase,"folic acid synthesis protein, putative, expressed",LOC_Os07g42632.1
MI,Midwest,cgdd_12c_10d,Chr09K,29.41,Pavir.9KG268000,3709,2.8447711165858633e-15,AT4G34260.1,FUC95A,"1,2-alpha-L-fucosidases","alpha-1,2-fucosidase, putative, expressed",LOC_Os10g19880.1
MI,Midwest,cgdd_12c_10d,Chr09K,32.5,Pavir.9KG244839,5073,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09K,32.5,Pavir.9KG244839,5090,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09K,34.33,Pavir.9KG254613,2299,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09K,34.33,Pavir.9KG254613,2183,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09K,34.33,Pavir.9KG254613,2142,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09K,38,Pavir.9KG262000,1045,2.8447711165858633e-15,NA,NA,NA,NA,NA
MI,Midwest,cgdd_12c_10d,Chr09N,7.79,Pavir.9NG098900,12296,2.8447711165858633e-15,AT2G04900.1,NA,NA,expressed protein,LOC_Os03g53980.2
MI,Midwest,cgdd_12c_10d,Chr09N,16.72,Pavir.9NG206600,2196,2.8447711165858633e-15,AT3G19000.1,NA,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,"gibberellin 20 oxidase 2, putative, expressed",LOC_Os03g42130.1
MI,Midwest,cgdd_12c_10d,Chr09N,28.84,Pavir.9NG331284,8545,2.8447711165858633e-15,NA,NA,NA,expressed protein,LOC_Os04g30710.1
MI,Midwest,cgdd_12c_10d,Chr09N,36.62,Pavir.9NG375014,22539,2.8447711165858633e-15,NA,NA,NA,"retrotransposon protein, putative, unclassified",LOC_Os09g15410.1
MI,Midwest,cgdd_12c_10d,Chr09N,37.88,Pavir.9NG419500,6232,2.8447711165858633e-15,AT2G45620.1,NA,Nucleotidyltransferase family protein,"caffeine-induced death protein 1, putative, expressed",LOC_Os10g11034.1
MI,Midwest,cgdd_12c_10d,Chr09N,50.05,Pavir.9NG365800,19712,2.8447711165858633e-15,AT1G65010.1,NA,Plant protein of unknown function (DUF827),"protein transport protein-related, putative, expressed",LOC_Os05g02820.1
MI,Gulf,cgdd_12c_10d,Chr01N,20.61,Pavir.1NG193938,21373,0.018829016354999534,AT3G13870.1,RHD3,Root hair defective 3 GTP-binding protein (RHD3),"SEY1, putative, expressed",LOC_Os01g39310.1
MI,Gulf,cgdd_12c_10d,Chr03K,2.27,Pavir.3KG031200,3117,0.018829016354999534,NA,NA,NA,NA,NA
MI,Gulf,cgdd_12c_10d,Chr04K,35.27,Pavir.4KG284000,9902,0.023826685022332844,NA,NA,NA,NA,NA
MI,Gulf,cgdd_12c_10d,Chr04K,35.27,Pavir.4KG284000,9255,0.018829016354999534,NA,NA,NA,NA,NA
MI,Gulf,cgdd_12c_10d,Chr04N,7.45,Pavir.4NG067400,6427,0.023826685022332844,AT3G14280.1,NA,NA,expressed protein,LOC_Os06g09350.1
MI,Gulf,cgdd_12c_10d,Chr04N,26.61,Pavir.4NG174922,161,0.018829016354999534,NA,NA,NA,expressed protein,LOC_Os10g37560.1
MI,Gulf,cgdd_12c_10d,Chr06K,2.09,Pavir.6KG019300,1575,0.023826685022332844,AT4G10610.1,"ATRBP37,CID12,RBP37",CTC-interacting domain 12,"RNA recognition motif containing protein, putative, expressed",LOC_Os08g02330.1
MI,Gulf,cgdd_12c_10d,Chr08K,23.18,Pavir.8KG155701,2434,0.02771299938712355,AT5G45400.1,"ATRPA70C,RPA70C",Replication factor-A protein 1-related,expressed protein,LOC_Os12g32310.1
MI,Gulf,cgdd_12c_10d,Chr08K,23.18,Pavir.8KG155701,2135,0.02771299938712355,AT5G45400.1,"ATRPA70C,RPA70C",Replication factor-A protein 1-related,expressed protein,LOC_Os12g32310.1
MI,Gulf,cgdd_12c_10d,Chr09K,53.52,Pavir.9KG415100,6644,0.018829016354999534,AT3G10820.2,NA,Transcription elongation factor (TFIIS) family protein,expressed protein,LOC_Os07g44820.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr01N,15.74,Pavir.1NG184800,4320,3.2744225793687906e-7,AT5G53280.1,PDV1,plastid division1,expressed protein,LOC_Os02g16450.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr02N,43.66,Pavir.2NG323500,9330,2.453426726320978e-7,AT1G14720.1,"ATXTH28,EXGT-A2,XTH28,XTR2",xyloglucan endotransglucosylase/hydrolase 28,"glycosyl hydrolases family 16, putative, expressed",LOC_Os09g23220.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr03N,7.82,Pavir.3NG109191,7777,2.453426726320978e-7,AT1G10750.1,NA,Protein of Unknown Function (DUF239),"ZmEBE-1 protein, putative, expressed",LOC_Os11g11530.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr03N,20.31,Pavir.3NG258262,680,6.392129561464728e-7,AT1G75510.1,NA,"Transcription initiation factor IIF, beta subunit","transcription initiation factor IIF beta subunit, putative, expressed",LOC_Os05g43450.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr06N,15.93,Pavir.6NG164000,1420,2.453426726320978e-7,AT5G45275.1,NA,Major facilitator superfamily protein,"nodulin, putative, expressed",LOC_Os12g01570.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr06N,15.93,Pavir.6NG164000,1528,1.4809264558953907e-8,AT5G45275.1,NA,Major facilitator superfamily protein,"nodulin, putative, expressed",LOC_Os12g01570.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr06N,15.93,Pavir.6NG164000,1535,1.7270956287819303e-7,AT5G45275.1,NA,Major facilitator superfamily protein,"nodulin, putative, expressed",LOC_Os12g01570.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr06N,15.93,Pavir.6NG164000,1951,2.453426726320978e-7,AT5G45275.1,NA,Major facilitator superfamily protein,"nodulin, putative, expressed",LOC_Os12g01570.1
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr06N,15.93,Pavir.6NG164003,1932,2.453426726320978e-7,NA,NA,NA,NA,NA
MI,Gulf_and_Midwest,cgdd_12c_10d,Chr07N,37.88,Pavir.7NG327800,9757,2.453426726320978e-7,AT4G21200.1,"ATGA2OX8,GA2OX8",gibberellin 2-oxidase 8,"gibberellin 2-beta-dioxygenase 7, putative, expressed",LOC_Os04g44150.1
MO,Midwest,cgdd_12c_10d,Chr01K,27.11,Pavir.1KG252005,7465,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os09g13020.1
MO,Midwest,cgdd_12c_10d,Chr01K,27.12,Pavir.1KG252005,5603,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os09g13020.1
MO,Midwest,cgdd_12c_10d,Chr01K,27.12,Pavir.1KG252005,5598,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os09g13020.1
MO,Midwest,cgdd_12c_10d,Chr01K,27.12,Pavir.1KG252005,5531,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os09g13020.1
MO,Midwest,cgdd_12c_10d,Chr01K,27.12,Pavir.1KG252005,5521,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os09g13020.1
MO,Midwest,cgdd_12c_10d,Chr01K,27.12,Pavir.1KG252005,5302,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os09g13020.1
MO,Midwest,cgdd_12c_10d,Chr01K,33.67,Pavir.1KG310600,9983,3.3360518022917744e-30,AT1G16480.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"pentatricopeptide, putative, expressed",LOC_Os02g32780.1
MO,Midwest,cgdd_12c_10d,Chr01K,35.6,Pavir.1KG330210,8828,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os03g21600.2
MO,Midwest,cgdd_12c_10d,Chr01K,52.88,Pavir.1KG111580,2580,3.3360518022917744e-30,AT2G32970.2,NA,NA,expressed protein,LOC_Os02g53210.4
MO,Midwest,cgdd_12c_10d,Chr01K,52.88,Pavir.1KG111580,2389,3.3360518022917744e-30,AT2G32970.2,NA,NA,expressed protein,LOC_Os02g53210.4
MO,Midwest,cgdd_12c_10d,Chr01K,52.88,Pavir.1KG111580,2323,3.3360518022917744e-30,AT2G32970.2,NA,NA,expressed protein,LOC_Os02g53210.4
MO,Midwest,cgdd_12c_10d,Chr01K,52.88,Pavir.1KG111580,2317,3.3360518022917744e-30,AT2G32970.2,NA,NA,expressed protein,LOC_Os02g53210.4
MO,Midwest,cgdd_12c_10d,Chr01K,52.88,Pavir.1KG111580,2285,3.3360518022917744e-30,AT2G32970.2,NA,NA,expressed protein,LOC_Os02g53210.4
MO,Midwest,cgdd_12c_10d,Chr01N,5.56,Pavir.1NG069600,6606,3.3360518022917744e-30,AT5G24800.1,"ATBZIP9,BZIP9,BZO2H2",basic leucine zipper 9,"bZIP transcription factor domain containing protein, expressed",LOC_Os02g07840.1
MO,Midwest,cgdd_12c_10d,Chr01N,27.88,Pavir.1NG202019,16804,3.3360518022917744e-30,NA,NA,NA,"retrotransposon protein, putative, unclassified, expressed",LOC_Os08g34230.1
MO,Midwest,cgdd_12c_10d,Chr01N,27.88,Pavir.1NG202019,16833,3.3360518022917744e-30,NA,NA,NA,"retrotransposon protein, putative, unclassified, expressed",LOC_Os08g34230.1
MO,Midwest,cgdd_12c_10d,Chr01N,28.24,NA,NA,3.3360518022917744e-30,NA,NA,NA,NA,NA
MO,Midwest,cgdd_12c_10d,Chr01N,32.26,NA,NA,3.3360518022917744e-30,NA,NA,NA,NA,NA
MO,Midwest,cgdd_12c_10d,Chr01N,33.1,NA,NA,3.3360518022917744e-30,NA,NA,NA,NA,NA
MO,Midwest,cgdd_12c_10d,Chr01N,33.35,Pavir.1NG206100,635,3.3360518022917744e-30,AT4G34580.1,"COW1,SRH1",Sec14p-like phosphatidylinositol transfer family protein,"phosphatidylinositol transfer, putative, expressed",LOC_Os10g03400.2
MO,Midwest,cgdd_12c_10d,Chr01N,49.95,Pavir.1NG363000,24197,3.3360518022917744e-30,AT5G44200.2,"ATCBP20,CBP20",CAP-binding protein 20,"RNA recognition motif containing protein, putative, expressed",LOC_Os02g39890.1
MO,Midwest,cgdd_12c_10d,Chr01N,64.5,Pavir.1NG510519,3828,3.3360518022917744e-30,AT4G28080.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"tetratricopeptide repeat domain containing protein, putative, expressed",LOC_Os04g55230.1
MO,Midwest,cgdd_12c_10d,Chr01N,64.5,Pavir.1NG510519,3858,3.3360518022917744e-30,AT4G28080.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"tetratricopeptide repeat domain containing protein, putative, expressed",LOC_Os04g55230.1
MO,Midwest,cgdd_12c_10d,Chr01N,64.5,Pavir.1NG510519,3873,3.3360518022917744e-30,AT4G28080.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"tetratricopeptide repeat domain containing protein, putative, expressed",LOC_Os04g55230.1
MO,Midwest,cgdd_12c_10d,Chr01N,64.5,Pavir.1NG510519,3913,3.3360518022917744e-30,AT4G28080.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"tetratricopeptide repeat domain containing protein, putative, expressed",LOC_Os04g55230.1
MO,Midwest,cgdd_12c_10d,Chr01N,64.5,Pavir.1NG510519,3931,3.3360518022917744e-30,AT4G28080.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"tetratricopeptide repeat domain containing protein, putative, expressed",LOC_Os04g55230.1
MO,Midwest,cgdd_12c_10d,Chr02K,5.24,Pavir.2KG069300,2817,3.3360518022917744e-30,AT3G62890.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,"pentatricopeptide, putative, expressed",LOC_Os07g06960.1
MO,Midwest,cgdd_12c_10d,Chr02K,14.16,Pavir.2KG171100,862,3.3360518022917744e-30,AT3G45100.1,SETH2,UDP-Glycosyltransferase superfamily protein,"glycosyl transferase, group 1 domain containing protein, expressed",LOC_Os07g16960.1
MO,Midwest,cgdd_12c_10d,Chr02K,14.16,Pavir.2KG171100,861,3.3360518022917744e-30,AT3G45100.1,SETH2,UDP-Glycosyltransferase superfamily protein,"glycosyl transferase, group 1 domain containing protein, expressed",LOC_Os07g16960.1
MO,Midwest,cgdd_12c_10d,Chr02K,19.45,Pavir.2KG231700,940,3.3360518022917744e-30,NA,NA,NA,expressed protein,LOC_Os07g09850.1
MO,Midwest,cgdd_12c_10d,Chr02K,23.89,NA,NA,3.3360518022917744e-30,NA,NA,NA,NA,NA
MO,Midwest,cgdd_12c_10d,Chr02K,25.85,NA,NA,3.3360518022917744e-30,NA,NA,NA,NA,NA
