sites,subpop,phe,CHR,POS_Mb,Gene ID,distance from gene,FDR Adjusted p value,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice gene annotation,Rice homolog
eight_sites,Gulf,dyln_fl50,Chr01K,13.03,Pavir.1KG180400,3031,0.07884984902689242,AT5G60900.1,RLK1,receptor-like protein kinase 1,"D-mannose binding lectin family protein, expressed",LOC_Os06g41510.1
eight_sites,Midwest,dyln_fl50,Chr01K,13.96,Pavir.1KG173700,1036,0.050011706447348064,AT5G38880.1,NA,NA,expressed protein,LOC_Os09g21780.2
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,15.93,Pavir.1KG182800,3226,0.004669389423475753,AT4G11220.1,"BTI2,RTNLB2",VIRB2-interacting protein 2,"reticulon domain containing protein, putative, expressed",LOC_Os02g16620.1
eight_sites,Midwest,dyln_fl50,Chr01K,18.42,Pavir.1KG139400,745,0.07519877478435943,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,19.92,Pavir.1KG244100,19743,0.0029089257103386934,AT5G38690.1,NA,Zinc-finger domain of monoamine-oxidase A repressor R1 protein,expressed protein,LOC_Os05g23530.4
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,22.16,Pavir.1KG227200,8350,0.012232243164239643,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,22.16,Pavir.1KG227200,8652,0.013344757892495488,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,22.16,Pavir.1KG227200,8350,0.029654836508868954,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,22.16,Pavir.1KG227200,8652,0.027729019874390633,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
eight_sites,Midwest,dyln_fl50,Chr01K,25.4,NA,NA,0.026386638983607085,NA,NA,NA,NA,NA
eight_sites,Midwest,dyln_fl50,Chr01K,26.49,Pavir.1KG232600,3252,0.056157372724997615,AT3G60800.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os03g58960.1
eight_sites,Midwest,dyln_fl50,Chr01K,26.49,Pavir.1KG232600,3329,0.056157372724997615,AT3G60800.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os03g58960.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,27.51,Pavir.1KG217400,7224,0.030731584210972666,NA,NA,NA,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os09g09250.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,29.85,Pavir.1KG255100,7854,0.0044534222274261745,AT5G39130.1,NA,RmlC-like cupins superfamily protein,"Cupin domain containing protein, expressed",LOC_Os02g29000.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,32.69,Pavir.1KG295500,6934,0.004245500317201252,AT5G13170.1,SAG29,senescence-associated gene 29,"nodulin MtN3 family protein, putative, expressed",LOC_Os02g30910.1
eight_sites,Midwest,dyln_fl50,Chr01K,32.82,Pavir.1KG296800,19039,0.056157372724997615,AT2G33510.1,NA,NA,"major ampullate spidroin 2-2, putative, expressed",LOC_Os02g31140.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,36.15,Pavir.1KG333200,4376,0.019876378428353655,AT2G30390.1,"ATFC-II,FC-II,FC2",ferrochelatase 2,"ferrochelatase-2, chloroplast precursor, putative, expressed",LOC_Os05g29760.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4745,0.08191062904881334,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4647,0.056157372724997615,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4640,0.026386638983607085,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4618,0.07298477520856705,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4538,0.07298477520856705,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4534,0.025737946652936616,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4487,0.019333112801954887,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4479,0.04883046312815077,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4462,0.03020892578619522,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4384,0.03336056892964802,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4351,0.03020892578619522,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Midwest,dyln_fl50,Chr01K,36.24,Pavir.1KG334200,4331,0.03137529485137924,AT4G15760.1,MO1,monooxygenase 1,expressed protein,LOC_Os02g27200.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,36.44,Pavir.1KG298120,1208,0.030731584210972666,AT5G36110.1,CYP716A1,"cytochrome P450, family 716, subfamily A, polypeptide 1","cytochrome P450, putative, expressed",LOC_Os07g33440.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,36.85,Pavir.1KG362000,715,0.0054356006750356485,AT5G14420.4,RGLG2,RING domain ligase2,"copine, putative, expressed",LOC_Os08g38600.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,36.85,Pavir.1KG362000,715,0.027729019874390633,AT5G14420.4,RGLG2,RING domain ligase2,"copine, putative, expressed",LOC_Os08g38600.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,38.03,Pavir.1KG382115,2055,0.006106214330838821,AT4G02780.1,"ABC33,ATCPS1,CPS,CPS1,GA1",Terpenoid cyclases/Protein prenyltransferases superfamily protein,"ent-kaurene synthase, chloroplast precursor, putative, expressed",LOC_Os02g36210.1
eight_sites,Midwest,dyln_fl50,Chr01K,39.1,Pavir.1KG355900,3666,0.056157372724997615,NA,NA,NA,expressed protein,LOC_Os02g37610.1
eight_sites,Midwest,dyln_fl50,Chr01K,41.98,Pavir.1KG401100,3892,0.04917633250425427,AT4G36680.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,"membrane-associated salt-inducible protein like, putative, expressed",LOC_Os02g42210.1
eight_sites,Midwest,dyln_fl50,Chr01K,43.56,Pavir.1KG411100,2729,0.06991591235651268,AT5G52290.1,SHOC1,shortage in chiasmata 1,expressed protein,LOC_Os02g42910.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,46.11,Pavir.1KG446400,4220,0.0036669918997596527,AT5G52020.1,NA,Integrase-type DNA-binding superfamily protein,"AP2 domain containing protein, expressed",LOC_Os02g45420.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,46.11,Pavir.1KG446400,4220,0.011612015468904809,AT5G52020.1,NA,Integrase-type DNA-binding superfamily protein,"AP2 domain containing protein, expressed",LOC_Os02g45420.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,47.94,Pavir.1KG464900,634,0.005271735433610187,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,FL50,Chr01K,50.85,Pavir.1KG505600,3329,0.026910630273431713,AT1G24120.1,ARL1,ARG1-like 1,"heat shock protein DnaJ, putative, expressed",LOC_Os02g50760.2
eight_sites,Gulf_and_Midwest,FL50,Chr01K,53.38,Pavir.1KG112335,1012,0.027729019874390633,AT3G43850.1,NA,NA,"MTD1, putative, expressed",LOC_Os02g53830.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,54.4,Pavir.1KG515800,14974,0.006256901306232132,AT1G03495.1,NA,HXXXD-type acyl-transferase family protein,"transferase family protein, putative, expressed",LOC_Os07g23150.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,54.4,Pavir.1KG515800,14974,0.03044044726222196,AT1G03495.1,NA,HXXXD-type acyl-transferase family protein,"transferase family protein, putative, expressed",LOC_Os07g23150.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,55.85,Pavir.1KG545700,1912,0.012232243164239643,AT5G04270.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os02g57370.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,55.85,Pavir.1KG545700,1862,0.010184420376914605,AT5G04270.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os02g57370.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,55.85,Pavir.1KG545700,1912,0.00668003283616341,AT5G04270.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os02g57370.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,55.85,Pavir.1KG545700,1862,0.005267268489731948,AT5G04270.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os02g57370.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,55.85,Pavir.1KG545700,1862,0.025154366908745122,AT5G04270.1,NA,DHHC-type zinc finger family protein,"DHHC zinc finger domain containing protein, expressed",LOC_Os02g57370.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,56.75,Pavir.1KG558100,1083,0.010054093472747633,AT2G21280.1,"ATSULA,GC1,SULA",NAD(P)-binding Rossmann-fold superfamily protein,"cell division inhibitor, putative, expressed",LOC_Os02g58790.1
eight_sites,Gulf,dyln_fl50,Chr01K,56.75,Pavir.1KG558100,1083,0.0635079898040278,AT2G21280.1,"ATSULA,GC1,SULA",NAD(P)-binding Rossmann-fold superfamily protein,"cell division inhibitor, putative, expressed",LOC_Os02g58790.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,56.75,Pavir.1KG558100,1083,0.002907960625730176,AT2G21280.1,"ATSULA,GC1,SULA",NAD(P)-binding Rossmann-fold superfamily protein,"cell division inhibitor, putative, expressed",LOC_Os02g58790.1
eight_sites,Gulf,FL50,Chr01K,56.75,Pavir.1KG558100,1083,0.06003959306790454,AT2G21280.1,"ATSULA,GC1,SULA",NAD(P)-binding Rossmann-fold superfamily protein,"cell division inhibitor, putative, expressed",LOC_Os02g58790.1
eight_sites,Gulf_and_Midwest,FL50,Chr01K,56.75,Pavir.1KG558100,1083,0.02162261481309164,AT2G21280.1,"ATSULA,GC1,SULA",NAD(P)-binding Rossmann-fold superfamily protein,"cell division inhibitor, putative, expressed",LOC_Os02g58790.1
eight_sites,Gulf,dyln_fl50,Chr01N,1.27,Pavir.1NG053900,1352,0.09026932902077105,AT1G73060.1,LPA3,Low  PSII Accumulation 3,expressed protein,LOC_Os02g02520.1
eight_sites,Gulf,dyln_fl50,Chr01N,1.27,Pavir.1NG053900,856,0.09465900717885814,AT1G73060.1,LPA3,Low  PSII Accumulation 3,expressed protein,LOC_Os02g02520.1
eight_sites,Midwest,dyln_fl50,Chr01N,1.34,Pavir.1NG052700,1376,0.056052030593418053,AT2G17220.1,NA,Protein kinase superfamily protein,"serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed",LOC_Os02g02600.1
eight_sites,Midwest,dyln_fl50,Chr01N,1.34,Pavir.1NG052700,2018,0.010842169458325593,AT2G17220.1,NA,Protein kinase superfamily protein,"serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed",LOC_Os02g02600.1
eight_sites,Midwest,dyln_fl50,Chr01N,1.38,Pavir.1NG052300,5598,0.04087017920371912,AT2G37820.1,NA,Cysteine/Histidine-rich C1 domain family protein,"DC1 domain-containing protein, putative, expressed",LOC_Os07g42070.1
eight_sites,Midwest,dyln_fl50,Chr01N,1.38,Pavir.1NG052300,4328,0.015536006922825066,AT2G37820.1,NA,Cysteine/Histidine-rich C1 domain family protein,"DC1 domain-containing protein, putative, expressed",LOC_Os07g42070.1
eight_sites,Midwest,dyln_fl50,Chr01N,1.54,Pavir.1NG051100,341,0.056157372724997615,AT4G35780.1,NA,ACT-like protein tyrosine kinase family protein,"protein kinase family protein, putative, expressed",LOC_Os02g02780.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,3.06,Pavir.1NG034700,1199,0.019136900864985592,AT2G18250.1,"ATCOAD,COAD",4-phosphopantetheine adenylyltransferase,"cytidylyltransferase domain containing protein, expressed",LOC_Os02g04120.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,3.75,Pavir.1NG023900,500,0.013399757390068188,NA,NA,NA,NA,NA
eight_sites,Gulf,dyln_fl50,Chr01N,4.57,Pavir.1NG025534,1017,0.09465900717885814,AT4G11290.1,NA,Peroxidase superfamily protein,"peroxidase precursor, putative, expressed",LOC_Os02g06630.1
eight_sites,Midwest,dyln_fl50,Chr01N,4.58,Pavir.1NG031090,1277,0.08300093940292018,AT4G05320.4,UBQ10,polyubiquitin 10,"ubiquitin family protein, putative, expressed",LOC_Os06g46770.2
eight_sites,Gulf_and_Midwest,FL50,Chr01N,6.7,Pavir.1NG081600,1828,0.02525829267048283,AT5G32440.3,NA,Ubiquitin system component Cue protein,"CUE domain containing protein, expressed",LOC_Os02g09180.1
eight_sites,Midwest,dyln_fl50,Chr01N,8.1,Pavir.1NG096500,1921,0.005731669695843696,AT5G48310.2,NA,NA,expressed protein,LOC_Os02g10490.1
eight_sites,Midwest,dyln_fl50,Chr01N,8.1,Pavir.1NG096500,2766,0.005731669695843696,AT5G48310.2,NA,NA,expressed protein,LOC_Os02g10490.1
eight_sites,Midwest,dyln_fl50,Chr01N,8.22,Pavir.1NG098844,1258,0.016963173505001636,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01N,8.51,Pavir.1NG111200,848,0.003915754020227117,AT5G25360.2,NA,NA,expressed protein,LOC_Os02g10720.1
eight_sites,Midwest,dyln_fl50,Chr01N,14.82,Pavir.1NG144400,18949,0.06283830293305159,AT5G53120.2,"ATSPDS3,SPDS3,SPMS",spermidine synthase 3,"spermidine synthase, putative, expressed",LOC_Os02g15550.2
eight_sites,Gulf,FL50,Chr01N,14.83,Pavir.1NG144400,9490,0.06895719434403202,AT5G53120.2,"ATSPDS3,SPDS3,SPMS",spermidine synthase 3,"spermidine synthase, putative, expressed",LOC_Os02g15550.2
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01N,15.24,Pavir.1NG149038,3663,0.004200134407182498,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,FL50,Chr01N,15.5,Pavir.1NG182300,1518,0.029833472038330984,NA,NA,NA,expressed protein,LOC_Os05g04390.1
eight_sites,Midwest,dyln_fl50,Chr01N,15.57,Pavir.1NG183000,15049,0.056157372724997615,AT5G41620.1,NA,NA,expressed protein,LOC_Os02g15980.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,16.67,Pavir.1NG266100,19960,0.02083442376187408,AT5G45530.1,NA,Protein of unknown function (DUF594),expressed protein,LOC_Os09g38660.1
eight_sites,Gulf_and_Midwest,FL50,Chr01N,16.67,Pavir.1NG266100,19960,0.030178604072389533,AT5G45530.1,NA,Protein of unknown function (DUF594),expressed protein,LOC_Os09g38660.1
eight_sites,Gulf_and_Midwest,FL50,Chr01N,16.98,Pavir.1NG137138,8981,0.021631570889389443,NA,NA,NA,expressed protein,LOC_Os03g16320.1
eight_sites,Midwest,dyln_fl50,Chr01N,18.09,Pavir.1NG171000,827,0.056157372724997615,AT4G28850.1,"ATXTH26,XTH26",xyloglucan endotransglucosylase/hydrolase 26,"glycosyl hydrolases family 16, putative, expressed",LOC_Os02g17900.1
eight_sites,Midwest,dyln_fl50,Chr01N,25.15,NA,NA,0.07784338806081166,NA,NA,NA,NA,NA
eight_sites,Midwest,dyln_fl50,Chr01N,29.44,Pavir.1NG462500,1160,0.056157372724997615,AT3G15110.1,NA,NA,expressed protein,LOC_Os02g20490.1
eight_sites,Midwest,dyln_fl50,Chr01N,29.44,Pavir.1NG462500,1146,0.056157372724997615,AT3G15110.1,NA,NA,expressed protein,LOC_Os02g20490.1
eight_sites,Midwest,dyln_fl50,Chr01N,30.25,Pavir.1NG179100,2220,0.059899295098598405,NA,NA,NA,expressed protein,LOC_Os02g20380.2
eight_sites,Gulf_and_Midwest,FL50,Chr01N,32.01,NA,NA,0.014384577397135195,NA,NA,NA,NA,NA
eight_sites,Midwest,dyln_fl50,Chr01N,33,Pavir.1NG139400,1964,0.07943198231156519,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,38.2,Pavir.1NG514000,524,0.019970310297859215,AT3G04710.3,NA,ankyrin repeat family protein,"ankyrin, putative, expressed",LOC_Os02g29140.1
eight_sites,Midwest,dyln_fl50,Chr01N,38.52,Pavir.1NG074538,582,0.056157372724997615,AT2G37710.1,RLK,receptor lectin kinase,"lectin receptor-type protein kinase, putative, expressed",LOC_Os07g38810.1
eight_sites,Midwest,dyln_fl50,Chr01N,38.54,Pavir.1NG074300,323,0.056157372724997615,AT3G26300.1,CYP71B34,"cytochrome P450, family 71, subfamily B, polypeptide 34","cytochrome P450, putative, expressed",LOC_Os12g32850.1
eight_sites,Midwest,dyln_fl50,Chr01N,38.54,Pavir.1NG074300,313,0.056157372724997615,AT3G26300.1,CYP71B34,"cytochrome P450, family 71, subfamily B, polypeptide 34","cytochrome P450, putative, expressed",LOC_Os12g32850.1
eight_sites,Midwest,dyln_fl50,Chr01N,39.03,Pavir.1NG211800,15,0.05717387502727666,AT2G24200.1,NA,Cytosol aminopeptidase family protein,"leucine aminopeptidase, chloroplast precursor, putative, expressed",LOC_Os02g55140.1
eight_sites,Midwest,dyln_fl50,Chr01N,40.59,Pavir.1NG164000,16396,0.056157372724997615,AT1G13920.1,NA,Remorin family protein,"remorin C-terminal domain containing protein, putative, expressed",LOC_Os10g17790.1
eight_sites,Midwest,dyln_fl50,Chr01N,40.99,Pavir.1NG497819,13341,0.056157372724997615,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,FL50,Chr01N,41.08,NA,NA,0.03044044726222196,NA,NA,NA,NA,NA
eight_sites,Midwest,dyln_fl50,Chr01N,41.31,Pavir.1NG251919,15970,0.07324205070019137,AT5G13190.1,NA,NA,"LITAF-domain-containing protein, putative, expressed",LOC_Os02g31100.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,42.02,Pavir.1NG275700,598,0.019625192210834152,AT5G61760.1,"ATIPK2BETA,IPK2B,IPK2BETA",inositol polyphosphate kinase 2 beta,"inositol hexaphosphate kinase, putative, expressed",LOC_Os02g32370.1
eight_sites,Midwest,dyln_fl50,Chr01N,44.32,Pavir.1NG285214,1696,0.05595611913190408,AT5G53500.1,NA,Transducin/WD40 repeat-like superfamily protein,"WD domain, G-beta repeat domain containing protein, expressed",LOC_Os02g33630.1
eight_sites,Midwest,dyln_fl50,Chr01N,44.34,Pavir.1NG285214,13098,0.056157372724997615,AT5G53500.1,NA,Transducin/WD40 repeat-like superfamily protein,"WD domain, G-beta repeat domain containing protein, expressed",LOC_Os02g33630.1
eight_sites,Midwest,dyln_fl50,Chr01N,44.34,Pavir.1NG285214,15548,0.0262807120793293,AT5G53500.1,NA,Transducin/WD40 repeat-like superfamily protein,"WD domain, G-beta repeat domain containing protein, expressed",LOC_Os02g33630.1
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,45.04,Pavir.1NG286100,754,0.012933259402187766,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01N,45.04,Pavir.1NG286100,754,0.0034067222716012285,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,FL50,Chr01N,45.04,Pavir.1NG286100,754,0.021681100231499762,NA,NA,NA,NA,NA
eight_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01N,48.38,Pavir.1NG327800,84,0.006901259317831904,AT1G67900.3,NA,Phototropic-responsive NPH3 family protein,"BTBN3 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed",LOC_Os02g38120.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01N,48.38,Pavir.1NG327800,951,0.0034067222716012285,AT1G67900.3,NA,Phototropic-responsive NPH3 family protein,"BTBN3 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed",LOC_Os02g38120.1
eight_sites,Gulf_and_Midwest,dyln_fl50,Chr01N,48.38,Pavir.1NG327800,84,0.004746392143609967,AT1G67900.3,NA,Phototropic-responsive NPH3 family protein,"BTBN3 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed",LOC_Os02g38120.1
