sites,subpop,phe,CHR,POS_Mb,Gene ID,distance from gene,FDR Adjusted p value,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice gene annotation,Rice homolog
tx_sites,Gulf,crain_1d,Chr01K,6.31,Pavir.1KG085600,2399,0.012378948381706032,AT4G31860.1,NA,Protein phosphatase 2C family protein,"protein phosphatase 2C, putative, expressed",LOC_Os02g08364.1
tx_sites,Gulf,crain_1d,Chr01K,6.31,Pavir.1KG085600,2811,0.01676642527069189,AT4G31860.1,NA,Protein phosphatase 2C family protein,"protein phosphatase 2C, putative, expressed",LOC_Os02g08364.1
tx_sites,Gulf,crain_1d,Chr01K,6.31,Pavir.1KG085600,2868,0.020371243649118013,AT4G31860.1,NA,Protein phosphatase 2C family protein,"protein phosphatase 2C, putative, expressed",LOC_Os02g08364.1
tx_sites,Gulf,crain_1d,Chr01K,6.31,Pavir.1KG085600,2922,0.031027141611314712,AT4G31860.1,NA,Protein phosphatase 2C family protein,"protein phosphatase 2C, putative, expressed",LOC_Os02g08364.1
tx_sites,Gulf,crain_1d,Chr01K,6.31,Pavir.1KG085600,2999,0.003299689222879075,AT4G31860.1,NA,Protein phosphatase 2C family protein,"protein phosphatase 2C, putative, expressed",LOC_Os02g08364.1
tx_sites,Gulf,crain_1d,Chr01K,6.31,Pavir.1KG085600,3152,0.008952092670473382,AT4G31860.1,NA,Protein phosphatase 2C family protein,"protein phosphatase 2C, putative, expressed",LOC_Os02g08364.1
tx_sites,Gulf,crain_1d,Chr01K,6.32,Pavir.1KG086077,3632,0.022591257757965187,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.32,Pavir.1KG086077,35,0.0390907868772778,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.32,Pavir.1KG086077,231,0.011546318172289415,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.32,Pavir.1KG086077,529,0.02202290237585016,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.32,Pavir.1KG086077,605,0.02350321173493902,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.41,Pavir.1KG087377,3705,0.012615867341447741,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.48,Pavir.1KG088900,4520,0.017717075217209017,AT2G21270.2,UFD1,ubiquitin fusion degradation 1,"ubiquitin fusion degradation protein, putative, expressed",LOC_Os02g08480.1
tx_sites,Gulf,crain_1d,Chr01K,6.48,Pavir.1KG088900,8910,0.038081664374843935,AT2G21270.2,UFD1,ubiquitin fusion degradation 1,"ubiquitin fusion degradation protein, putative, expressed",LOC_Os02g08480.1
tx_sites,Gulf,crain_1d,Chr01K,6.49,Pavir.1KG089100,2396,0.010066981446771641,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf,crain_1d,Chr01K,6.49,Pavir.1KG089100,2310,0.0289871233700705,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf,crain_1d,Chr01K,6.49,Pavir.1KG089100,1582,0.03804594418658112,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf,crain_1d,Chr01K,6.49,Pavir.1KG089100,71,0.03328720334048436,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf,crain_1d,Chr01K,6.5,Pavir.1KG089100,1390,0.02572913160049674,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf,crain_1d,Chr01K,6.5,Pavir.1KG089100,833,0.03542101644193918,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf,crain_1d,Chr01K,6.5,Pavir.1KG089100,763,0.017680051957933565,AT2G25140.1,"CLPB-M,CLPB4,HSP98.7",casein lytic proteinase B4,"chaperone protein clpB 1, putative, expressed",LOC_Os02g08490.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,6.9,Pavir.1KG085000,600,6.467011771499213e-5,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.91,Pavir.1KG085200,1604,0.017369498410123304,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,6.99,Pavir.1KG086631,4279,0.02423896401164295,NA,NA,NA,NA,NA
tx_sites,Gulf,crain_1d,Chr01K,7.1,Pavir.1KG091700,68,0.03601974958407924,AT3G26300.1,CYP71B34,"cytochrome P450, family 71, subfamily B, polypeptide 34","cytochrome P450 71D10, putative, expressed",LOC_Os02g09250.1
tx_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,8.14,Pavir.1KG103131,1342,0.002430268628681544,AT5G12950.1,NA,Putative glycosyl hydrolase of unknown function (DUF1680),"DUF1680 domain containing protein, putative, expressed",LOC_Os02g10190.1
tx_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,8.14,Pavir.1KG103131,1048,0.003527709116094139,AT5G12950.1,NA,Putative glycosyl hydrolase of unknown function (DUF1680),"DUF1680 domain containing protein, putative, expressed",LOC_Os02g10190.1
tx_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,8.14,Pavir.1KG102754,1334,0.0033175985088869844,AT3G12150.1,NA,NA,"AGAP003371-PA, putative, expressed",LOC_Os02g10160.1
tx_sites,Gulf_and_Midwest,FL50,Chr01K,8.14,Pavir.1KG103131,1342,0.0076808965176462475,AT5G12950.1,NA,Putative glycosyl hydrolase of unknown function (DUF1680),"DUF1680 domain containing protein, putative, expressed",LOC_Os02g10190.1
tx_sites,Gulf_and_Midwest,FL50,Chr01K,8.14,Pavir.1KG103131,1048,0.009179976797811051,AT5G12950.1,NA,Putative glycosyl hydrolase of unknown function (DUF1680),"DUF1680 domain containing protein, putative, expressed",LOC_Os02g10190.1
tx_sites,Gulf,crain_1d,Chr01K,8.2,Pavir.1KG102300,75,0.009200618505956054,AT5G19620.1,"ATOEP80,EMB213,OEP80,TOC75",outer envelope protein of 80 kDa,"outer membrane protein, OMP85 family protein, expressed",LOC_Os02g10260.1
tx_sites,Gulf,crain_1d,Chr01K,8.2,Pavir.1KG102300,121,0.02202290237585016,AT5G19620.1,"ATOEP80,EMB213,OEP80,TOC75",outer envelope protein of 80 kDa,"outer membrane protein, OMP85 family protein, expressed",LOC_Os02g10260.1
tx_sites,Gulf,crain_1d,Chr01K,9.01,Pavir.1KG124800,1186,0.0289871233700705,AT2G26710.1,"BAS1,CYP72B1,CYP734A1",Cytochrome P450 superfamily protein,"cytochrome P450 72A1, putative, expressed",LOC_Os02g11020.1
tx_sites,Gulf,dyln_fl50,Chr01K,9.11,Pavir.1KG124000,934,0.04796917706165064,AT5G19990.1,"ATSUG1,RPT6A",regulatory particle triple-A ATPase 6A,"26S protease regulatory subunit, putative, expressed",LOC_Os02g11050.1
tx_sites,Gulf_and_Midwest,FL50,Chr01K,9.11,Pavir.1KG124000,934,0.012327580673123334,AT5G19990.1,"ATSUG1,RPT6A",regulatory particle triple-A ATPase 6A,"26S protease regulatory subunit, putative, expressed",LOC_Os02g11050.1
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,9.49,Pavir.1KG132477,11191,3.0169568511016314e-4,AT2G28370.1,NA,Uncharacterised protein family (UPF0497),"membrane associated DUF588 domain containing protein, putative, expressed",LOC_Os10g20250.1
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,9.49,Pavir.1KG132477,11278,1.9417700895480453e-4,AT2G28370.1,NA,Uncharacterised protein family (UPF0497),"membrane associated DUF588 domain containing protein, putative, expressed",LOC_Os10g20250.1
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,9.49,Pavir.1KG132477,11994,7.271189087518874e-4,AT2G28370.1,NA,Uncharacterised protein family (UPF0497),"membrane associated DUF588 domain containing protein, putative, expressed",LOC_Os10g20250.1
tx_sites,Gulf,crain_gr2fl,Chr01K,11,Pavir.1KG190954,207,0.07089465602979522,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,11.57,Pavir.1KG185800,1206,3.583769387580087e-5,AT5G11630.1,NA,NA,expressed protein,LOC_Os02g13630.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,11.63,Pavir.1KG185200,4651,8.334323984557128e-5,AT5G11590.1,TINY2,Integrase-type DNA-binding superfamily protein,"ethylene-responsive transcription factor TINY, putative, expressed",LOC_Os02g13710.1
tx_sites,Gulf,crain_gr2fl,Chr01K,11.73,Pavir.1KG184877,3275,0.07926511354021597,NA,NA,NA,NA,NA
tx_sites,Gulf,cgdd_12c_10d,Chr01K,11.88,Pavir.1KG182100,2309,0.026570552237706,AT3G24520.1,"AT-HSFC1,HSFC1",heat shock transcription factor  C1,"HSF-type DNA-binding domain containing protein, expressed",LOC_Os02g13800.1
tx_sites,Gulf,crain_1d,Chr01K,12.86,Pavir.1KG252177,22345,0.03804594418658112,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,13.39,Pavir.1KG182993,3941,1.5523082815692093e-4,AT1G78420.2,NA,RING/U-box superfamily protein,expressed protein,LOC_Os02g14720.1
tx_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,14.2,Pavir.1KG160931,17209,0.09078808979355339,NA,NA,NA,NA,NA
tx_sites,Gulf,cgdd_12c_10d,Chr01K,14.25,Pavir.1KG154000,2283,0.022163843348714705,AT1G06230.3,GTE4,global transcription factor group E4,"bromodomain containing protein, expressed",LOC_Os02g15220.2
tx_sites,Gulf,cgdd_12c_10d,Chr01K,14.83,Pavir.1KG151900,11719,0.01926066525964094,AT1G49980.1,NA,DNA/RNA polymerases superfamily protein,"DNA-directed polymerase, putative, expressed",LOC_Os03g42010.2
tx_sites,Gulf,crain_gr2fl,Chr01K,15.03,Pavir.1KG152600,738,0.040008198521127414,AT1G70250.1,NA,"receptor serine/threonine kinase, putative","protein kinase, putative, expressed",LOC_Os06g13320.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,15.32,Pavir.1KG205400,6542,1.0967836023190392e-4,NA,NA,NA,expressed protein,LOC_Os02g15800.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,15.32,Pavir.1KG205400,3719,5.909453324178162e-6,NA,NA,NA,expressed protein,LOC_Os02g15800.1
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,15.42,Pavir.1KG204600,1874,7.411046427596593e-4,AT5G08020.1,"ATRPA70B,RPA70B",RPA70-kDa subunit B,"retrotransposon protein, putative, unclassified, expressed",LOC_Os03g08400.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,16.92,Pavir.1KG171410,44,0.06011484169511358,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,GR50,Chr01K,16.97,Pavir.1KG172100,4048,0.09913108719276989,AT4G32770.1,"ATSDX1,VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","tocopherol cyclase, chloroplast precursor, putative, expressed",LOC_Os02g17650.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,17.08,Pavir.1KG172800,791,0.02964458904143655,AT4G32360.1,NA,Pyridine nucleotide-disulphide oxidoreductase family protein,"pyridine nucleotide-disulphide oxidoreductase domain containing protein, expressed",LOC_Os02g17700.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,17.08,Pavir.1KG172900,65,0.06860339575745175,AT1G65420.1,NPQ7,Protein of unknown function (DUF565),"DUF565 domain containing protein, putative, expressed",LOC_Os09g11520.1
tx_sites,Midwest,FL50,Chr01K,17.08,Pavir.1KG172800,791,0.06778196678111267,AT4G32360.1,NA,Pyridine nucleotide-disulphide oxidoreductase family protein,"pyridine nucleotide-disulphide oxidoreductase domain containing protein, expressed",LOC_Os02g17700.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,17.09,Pavir.1KG172900,1805,0.0975397154732342,AT1G65420.1,NPQ7,Protein of unknown function (DUF565),"DUF565 domain containing protein, putative, expressed",LOC_Os09g11520.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,17.09,Pavir.1KG172900,9629,0.06860339575745175,AT1G65420.1,NPQ7,Protein of unknown function (DUF565),"DUF565 domain containing protein, putative, expressed",LOC_Os09g11520.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,17.14,Pavir.1KG173100,23491,0.04568646120646154,AT4G08850.1,NA,Leucine-rich repeat receptor-like protein kinase family protein,"receptor-like protein kinase 5 precursor, putative, expressed",LOC_Os02g34790.1
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,17.53,Pavir.1KG201040,3433,0.06860339575745175,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,18.76,Pavir.1KG158810,8619,6.442505915636183e-4,NA,NA,NA,expressed protein,LOC_Os10g11310.2
tx_sites,Gulf_and_Midwest,FL50,Chr01K,19.92,Pavir.1KG244100,19743,0.01357507604108826,AT5G38690.1,NA,Zinc-finger domain of monoamine-oxidase A repressor R1 protein,expressed protein,LOC_Os05g23530.4
tx_sites,Gulf_and_Midwest,crain_gr2fl,Chr01K,22.02,Pavir.1KG277700,8110,0.002705593883755976,AT1G71490.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,expressed protein,LOC_Os08g02040.1
tx_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,22.16,Pavir.1KG227200,7194,0.006791684021722395,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
tx_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,22.16,Pavir.1KG227200,8350,0.0032031018324011036,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
tx_sites,Gulf_and_Midwest,cgdd_12c_gr2fl,Chr01K,22.16,Pavir.1KG227200,8652,0.004674004822706701,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
tx_sites,Gulf_and_Midwest,FL50,Chr01K,22.16,Pavir.1KG227200,7194,0.016918655138781727,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
tx_sites,Gulf_and_Midwest,FL50,Chr01K,22.16,Pavir.1KG227200,8350,0.0076808965176462475,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
tx_sites,Gulf_and_Midwest,FL50,Chr01K,22.16,Pavir.1KG227200,8652,0.008726734025241352,AT1G48590.2,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,expressed protein,LOC_Os02g22130.1
tx_sites,Midwest,crain_1d,Chr01K,22.59,NA,NA,0.0013728975560162449,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,24.04,Pavir.1KG259200,4206,0.06503743754076138,NA,NA,NA,NA,NA
tx_sites,Midwest,crain_1d,Chr01K,24.04,Pavir.1KG259200,2084,0.0012241610913047438,NA,NA,NA,NA,NA
tx_sites,Midwest,crain_1d,Chr01K,24.11,NA,NA,2.404091689170102e-4,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,26.77,Pavir.1KG212400,11705,0.05916652358459182,AT5G37590.1,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,expressed protein,LOC_Os04g20960.1
tx_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,27.84,Pavir.1KG246800,1429,0.04909403043880296,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,27.84,Pavir.1KG246800,6108,0.07835703000161821,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,cgdd_12c_10d,Chr01K,27.87,Pavir.1KG246705,14972,0.08536531262632256,NA,NA,NA,NA,NA
tx_sites,Midwest,cgdd_12c_gr2fl,Chr01K,28.39,Pavir.1KG264605,1215,0.08369288610426902,AT3G13062.2,NA,Polyketide cyclase/dehydrase and lipid transport superfamily protein,"START domain containing protein, putative, expressed",LOC_Os02g26860.1
tx_sites,Gulf,cgdd_12c_10d,Chr01K,28.7,Pavir.1KG224105,2290,0.02678015360867499,AT1G48090.1,NA,calcium-dependent lipid-binding family protein,expressed protein,LOC_Os02g27110.1
tx_sites,Midwest,crain_1d,Chr01K,29.04,Pavir.1KG219610,19836,2.2173541267601248e-4,NA,NA,NA,"retrotransposon protein, putative, LINE subclass, expressed",LOC_Os04g07590.1
tx_sites,Gulf_and_Midwest,GR50,Chr01K,29.58,Pavir.1KG257015,148,0.08757667855593412,AT3G42170.1,NA,BED zinc finger ;hAT family dimerisation domain,"transposon protein, putative, unclassified, expressed",LOC_Os07g23210.1
tx_sites,Gulf,crain_1d,Chr01K,32.48,Pavir.1KG241835,3413,0.024545502091701185,AT5G50770.1,"AtHSD6,HSD6",hydroxysteroid dehydrogenase 6,"steroleosin, putative, expressed",LOC_Os02g30690.1
tx_sites,Gulf,cgdd_12c_10d,Chr01K,32.73,Pavir.1KG296000,5871,0.02678015360867499,AT3G02040.1,SRG3,senescence-related gene 3,"glycerophosphoryl diester phosphodiesterase family protein, putative, expressed",LOC_Os02g31030.2
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,32.77,Pavir.1KG296200,256,6.965823073856738e-4,AT2G33490.1,NA,hydroxyproline-rich glycoprotein family protein,"hydroxyproline-rich glycoprotein family protein, putative, expressed",LOC_Os02g31080.1
tx_sites,Gulf_and_Midwest,dyln_fl50,Chr01K,32.78,Pavir.1KG296100,1044,7.15660051105466e-4,AT5G48830.1,NA,NA,expressed protein,LOC_Os02g31070.1
tx_sites,Gulf_and_Midwest,GR50,Chr01K,33.28,Pavir.1KG307100,1261,0.0769356394665313,NA,NA,NA,expressed protein,LOC_Os02g31840.1
tx_sites,Gulf,crain_1d,Chr01K,33.43,Pavir.1KG308205,110,0.03490698536497641,NA,NA,NA,expressed protein,LOC_Os04g33070.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.11,Pavir.1KG321400,166,5.507758302854288e-6,AT2G37340.1,"ATRSZ33,RSZ33",arginine/serine-rich zinc knuckle-containing protein 33,"RNA recognition motif containing protein, putative, expressed",LOC_Os02g33320.3
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.11,Pavir.1KG321400,149,1.020642523333697e-4,AT2G37340.1,"ATRSZ33,RSZ33",arginine/serine-rich zinc knuckle-containing protein 33,"RNA recognition motif containing protein, putative, expressed",LOC_Os02g33320.3
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.11,Pavir.1KG321400,305,5.690720660184928e-5,AT2G37340.1,"ATRSZ33,RSZ33",arginine/serine-rich zinc knuckle-containing protein 33,"RNA recognition motif containing protein, putative, expressed",LOC_Os02g33320.3
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.11,Pavir.1KG321500,1656,5.322246830611049e-5,AT3G18520.1,"ATHDA15,HDA15",histone deacetylase 15,"histone deacetylase, putative, expressed",LOC_Os07g06980.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.11,Pavir.1KG321500,2168,5.322246830611049e-5,AT3G18520.1,"ATHDA15,HDA15",histone deacetylase 15,"histone deacetylase, putative, expressed",LOC_Os07g06980.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.12,Pavir.1KG321500,4225,5.322246830611049e-5,AT3G18520.1,"ATHDA15,HDA15",histone deacetylase 15,"histone deacetylase, putative, expressed",LOC_Os07g06980.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.12,Pavir.1KG321500,2400,5.322246830611049e-5,AT3G18520.1,"ATHDA15,HDA15",histone deacetylase 15,"histone deacetylase, putative, expressed",LOC_Os07g06980.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.12,Pavir.1KG321500,1917,5.322246830611049e-5,AT3G18520.1,"ATHDA15,HDA15",histone deacetylase 15,"histone deacetylase, putative, expressed",LOC_Os07g06980.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.13,Pavir.1KG321505,1890,1.1333811921078253e-4,AT5G46960.1,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,"pectinesterase inhibitor domain containing protein, putative, expressed",LOC_Os02g33380.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.13,Pavir.1KG321505,1781,5.322246830611049e-5,AT5G46960.1,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,"pectinesterase inhibitor domain containing protein, putative, expressed",LOC_Os02g33380.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.13,Pavir.1KG321505,1739,5.322246830611049e-5,AT5G46960.1,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,"pectinesterase inhibitor domain containing protein, putative, expressed",LOC_Os02g33380.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.13,Pavir.1KG321505,676,1.1291148904883129e-4,AT5G46960.1,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,"pectinesterase inhibitor domain containing protein, putative, expressed",LOC_Os02g33380.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,34.13,Pavir.1KG321505,316,6.558234316574573e-5,AT5G46960.1,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,"pectinesterase inhibitor domain containing protein, putative, expressed",LOC_Os02g33380.1
tx_sites,Gulf_and_Midwest,GR50,Chr01K,35.23,Pavir.1KG331300,4358,0.0959412178469602,AT3G60500.1,"CER7,G3",3\'-5\'-exoribonuclease family protein,"exosome complex exonuclease, putative, expressed",LOC_Os02g34570.2
tx_sites,Gulf_and_Midwest,GR50,Chr01K,35.23,Pavir.1KG331300,4205,0.09610969189603678,AT3G60500.1,"CER7,G3",3\'-5\'-exoribonuclease family protein,"exosome complex exonuclease, putative, expressed",LOC_Os02g34570.2
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,35.52,Pavir.1KG329100,4063,2.4983959800306925e-5,NA,NA,NA,NA,NA
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,35.52,Pavir.1KG329200,4035,1.564926420063747e-4,AT2G37410.2,"ATTIM17-2,TIM17,TIM17-2",translocase inner membrane subunit 17-2,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed",LOC_Os07g41330.1
tx_sites,Gulf_and_Midwest,crain_1d,Chr01K,35.52,Pavir.1KG329200,2907,1.1451772703200357e-4,AT2G37410.2,"ATTIM17-2,TIM17,TIM17-2",translocase inner membrane subunit 17-2,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed",LOC_Os07g41330.1
